user_id,transaction_date,region,product_category,sale_amount,status,city,age,subscription,raw_timestamp,email,username,price,store_id
1271,2025-07-22,Central,Electronics,365.78,Completed,Chennai,48,Basic,2025-07-22 04:42:41,user1271@example.com,user1271,371.99,S005
1357,2025-02-05,Central,Electronics,3659.09,Cancelled,Mumbai,24,Basic,2025-02-05 07:23:18,user1357@example.com,user1357,3062.27,S004
1109,2025-10-11,South,Clothing,2875.12,Completed,Mumbai,56,Basic,2025-10-11 04:17:18,user1109@example.com,user1109,3174.85,S027
1283,2025-01-23,Central,Electronics,2396.96,Completed,Mumbai,60,Premium,2025-01-23 00:21:49,user1283@example.com,user1283,2214.76,S018
1036,2025-07-09,West,Clothing,5547.44,Pending,Chennai,58,Premium,2025-07-09 18:35:09,,user1036,4666.11,S012
1798,2025-10-14,South,Electronics,5488.05,Pending,Hyderabad,42,Premium,2025-10-14 13:39:47,user1798@example.com,user1798,4881.27,S009
1163,2025-12-26,East,Furniture,4316.86,Completed,Chennai,41,Basic,2025-12-26 03:24:55,user1163@example.com,,4593.07,S009
1071,2025-05-23,North,Furniture,3974.13,Cancelled,Delhi,22,Basic,2025-05-23 11:41:32,user1071@example.com,user1071,4696.79,S012
1746,2025-06-10,Central,Office Supplies,225.57,Pending,Hyderabad,43,Premium,2025-06-10 13:38:32,user1746@example.com,user1746,231.49,S022
1338,2025-11-16,North,Office Supplies,3105.73,Pending,Chennai,42,Basic,2025-11-16 10:42:54,user1338@example.com,user1338,3337.8,S022
1766,2025-03-31,Central,Clothing,1179.84,,Ahmedabad,44,Premium,2025-03-31 19:36:19,user1766@example.com,user1766,1058.81,S017
1484,2025-03-28,North,Furniture,4505.19,Pending,Bangalore,17,Premium,2025-03-28 21:05:18,user1484@example.com,user1484,4093.93,S008
1486,2025-11-09,East,Electronics,1848.74,Completed,Pune,30,Premium,2025-11-09 02:29:26,user1486@example.com,user1486,1926.05,S026
1712,2025-09-23,Central,Office Supplies,4277.8,Cancelled,Ahmedabad,55,Basic,2025-09-23 14:03:35,user1712@example.com,user1712,4009.07,S027
1561,2025-08-17,Central,Groceries,3531.31,Pending,Kolkata,44,Premium,2025-08-17 05:47:55,user1561@example.com,user1561,3191.93,S023
1292,2025-05-01,East,Electronics,1654.52,,Pune,37,Basic,2025-05-01 08:21:20,user1292@example.com,user1292,1921.35,S014
1063,2025-04-16,Central,Groceries,0.0,,Delhi,38,Basic,2025-04-16 13:24:57,user1063@example.com,user1063,,S025
1399,2025-08-03,West,Groceries,1076.55,Cancelled,Pune,26,Basic,2025-08-03 17:47:47,user1399@example.com,user1399,1104.91,S030
1130,2025-11-15,East,Groceries,0.0,Pending,Delhi,32,Basic,2025-11-15 17:01:58,user1130@example.com,user1130,,S011
1216,2025-08-21,South,Electronics,2396.76,Completed,Hyderabad,30,Premium,2025-08-21 10:21:48,user1216@example.com,user1216,2113.61,S025
1667,2025-01-21,East,Groceries,2007.04,Cancelled,Hyderabad,26,Premium,2025-01-21 00:15:12,user1667@example.com,user1667,2373.07,S025
1167,2025-06-09,East,Electronics,2215.26,Pending,Mumbai,60,Basic,2025-06-09 03:37:01,user1167@example.com,user1167,1882.78,S028
1700,2025-11-04,North,Electronics,1863.58,,Ahmedabad,22,Basic,2025-11-04 03:50:36,user1700@example.com,user1700,1859.15,S012
1650,2025-08-24,South,Groceries,3600.94,,Kolkata,36,Premium,2025-08-24 22:09:27,user1650@example.com,user1650,3083.4,S027
1088,2025-05-23,East,Groceries,174.72,Pending,Hyderabad,32,Basic,2025-05-23 14:15:48,user1088@example.com,user1088,153.21,S009
1610,2025-12-26,East,Groceries,2083.06,,Ahmedabad,17,Premium,2025-12-26 08:35:00,user1610@example.com,user1610,2038.08,S010
1226,2025-07-27,Central,Clothing,2068.1,Cancelled,Ahmedabad,33,Basic,2025-07-27 22:15:19,user1226@example.com,user1226,1725.35,S009
1236,2025-03-03,South,Clothing,827.95,Cancelled,Mumbai,28,Basic,2025-03-03 23:12:20,user1236@example.com,user1236,933.9,S008
1369,2025-04-02,East,Groceries,2990.1,Completed,Delhi,52,Basic,2025-04-02 09:00:45,user1369@example.com,user1369,2771.26,S016
1490,2025-08-14,Central,Electronics,334.95,Pending,Bangalore,52,Basic,2025-08-14 10:11:03,user1490@example.com,user1490,336.06,S003
1254,2025-03-02,South,Clothing,2565.83,,Kolkata,52,Premium,2025-03-02 17:48:26,user1254@example.com,user1254,2617.64,S020
1757,2025-02-20,South,Groceries,2384.64,,Kolkata,18,Premium,2025-02-20 06:40:13,user1757@example.com,user1757,2764.44,S010
1723,2025-05-25,East,Groceries,4100.5,Completed,Chennai,57,Premium,2025-05-25 22:55:29,user1723@example.com,user1723,3958.33,S030
1272,2025-03-14,South,Clothing,4494.63,,Kolkata,48,Basic,2025-03-14 02:03:10,user1272@example.com,user1272,4606.75,S015
1082,2025-11-03,Central,Office Supplies,0.0,Completed,Kolkata,52,Premium,2025-11-03 01:56:27,user1082@example.com,user1082,,S025
1774,2025-03-31,West,Groceries,2459.73,Cancelled,Pune,37,Basic,2025-03-31 15:33:41,user1774@example.com,user1774,2185.07,S022
1107,2025-03-24,West,Clothing,3099.76,Cancelled,Hyderabad,23,Basic,2025-03-24 10:26:44,user1107@example.com,user1107,3804.89,S028
1526,2025-01-01,South,Electronics,3115.06,Pending,Kolkata,51,Premium,2025-01-01 21:55:34,user1526@example.com,user1526,3116.94,S030
1294,2025-08-13,West,Office Supplies,3282.95,,Mumbai,30,Premium,2025-08-13 22:31:07,user1294@example.com,,3551.82,S015
1120,2025-11-28,East,Groceries,4977.33,Pending,Pune,28,Premium,2025-11-28 04:31:59,user1120@example.com,user1120,4175.27,S028
1071,2025-05-22,Central,Office Supplies,0.0,,Bangalore,44,Basic,2025-05-22 13:21:59,user1071@example.com,user1071,,S012
1340,2025-10-10,South,Electronics,1145.39,Cancelled,Ahmedabad,40,Basic,2025-10-10 17:24:29,user1340@example.com,user1340,1201.64,S022
1667,2025-03-19,Central,Groceries,4267.81,Completed,Bangalore,42,Premium,2025-03-19 15:02:08,user1667@example.com,user1667,4372.21,S003
1480,2025-05-16,North,Groceries,3420.43,Completed,Mumbai,31,Basic,2025-05-16 10:39:44,user1480@example.com,user1480,3375.04,S008
1764,2025-02-16,West,Clothing,4033.52,Completed,Kolkata,38,Basic,2025-02-16 13:06:48,user1764@example.com,user1764,3473.07,S014
1149,2025-05-06,East,Groceries,2908.0,Pending,Chennai,45,Basic,2025-05-06 16:26:36,user1149@example.com,user1149,3051.36,S015
1261,2025-12-08,Central,Clothing,445.99,,Kolkata,45,Basic,2025-12-08 00:57:51,user1261@example.com,user1261,378.57,S007
1393,2025-09-05,South,Clothing,1766.75,Completed,Delhi,54,Basic,2025-09-05 03:15:24,user1393@example.com,user1393,1483.2,S027
1293,2025-04-28,East,Electronics,4184.78,Completed,Kolkata,44,Premium,2025-04-28 19:51:22,user1293@example.com,user1293,3780.33,S019
1373,2025-03-09,North,Office Supplies,4527.2,Cancelled,Bangalore,32,Basic,2025-03-09 02:58:18,user1373@example.com,user1373,3934.7,S026
1302,2025-06-23,Central,Clothing,4319.53,Completed,Pune,16,Basic,2025-06-23 03:29:04,user1302@example.com,user1302,3623.84,S018
1126,2025-08-21,East,Groceries,3965.43,Completed,Hyderabad,55,Premium,2025-08-21 11:43:47,user1126@example.com,user1126,4702.06,S021
1064,2025-11-22,South,Electronics,4361.56,Completed,Chennai,50,Premium,2025-11-22 14:58:44,user1064@example.com,user1064,4731.85,S013
1464,2025-07-09,West,Groceries,754.48,,Kolkata,18,Basic,2025-07-09 21:47:44,user1464@example.com,user1464,781.07,S007
1454,2025-08-16,South,Clothing,4613.03,Pending,Mumbai,45,Premium,2025-08-16 07:54:23,user1454@example.com,user1454,4889.43,S022
1217,2025-11-25,Central,Furniture,3472.78,Pending,Chennai,37,Premium,2025-11-25 20:38:01,user1217@example.com,user1217,3937.02,S026
1610,2025-01-02,East,Electronics,640.4,Cancelled,Chennai,53,Basic,2025-01-02 08:54:09,user1610@example.com,user1610,558.53,S001
1178,2025-05-16,Central,Electronics,2122.9,,Chennai,55,Premium,2025-05-16 01:08:47,user1178@example.com,user1178,2246.89,S024
1674,2025-09-24,South,Groceries,2164.0,Completed,Mumbai,36,Premium,2025-09-24 09:29:41,user1674@example.com,user1674,2014.07,S003
1129,2025-05-21,Central,Groceries,2608.28,Completed,Mumbai,57,Premium,2025-05-21 19:40:37,user1129@example.com,user1129,2657.48,S014
1462,2025-04-27,North,Furniture,2280.85,,Mumbai,21,Premium,2025-04-27 13:21:52,user1462@example.com,user1462,2139.55,S003
1442,2025-02-19,West,Groceries,2620.68,Cancelled,Pune,19,Basic,2025-02-19 23:47:23,user1442@example.com,user1442,2812.32,S020
1319,2025-06-30,North,Electronics,625.99,Cancelled,Chennai,43,Premium,2025-06-30 03:36:32,user1319@example.com,user1319,550.01,S020
1673,2025-12-22,East,Office Supplies,1537.11,,Mumbai,25,Premium,2025-12-22 08:01:11,user1673@example.com,user1673,1761.61,S003
1764,2025-09-29,Central,Electronics,1916.23,Completed,Bangalore,26,Premium,2025-09-29 06:24:26,user1764@example.com,user1764,1628.67,S022
1083,2025-05-20,South,Electronics,3193.7,Cancelled,Ahmedabad,49,Basic,2025-05-20 14:42:27,user1083@example.com,user1083,3777.17,S002
1225,2025-07-22,West,Electronics,3501.17,,Pune,27,Premium,2025-07-22 19:03:00,user1225@example.com,user1225,3823.16,S013
1545,2025-12-27,West,Groceries,3521.09,Completed,Hyderabad,52,Basic,2025-12-27 07:32:35,user1545@example.com,user1545,4310.2,S019
1414,2025-12-30,North,Electronics,4198.01,,Mumbai,31,Basic,2025-12-30 20:26:18,,user1414,4008.6,S019
1410,2025-09-26,West,Office Supplies,852.54,Pending,Hyderabad,38,Premium,2025-09-26 02:25:55,user1410@example.com,user1410,848.98,S008
1105,2025-03-16,South,Groceries,991.53,,Hyderabad,56,Basic,2025-03-16 08:12:11,user1105@example.com,user1105,893.96,S005
1450,2025-02-04,South,Electronics,2348.86,Completed,Hyderabad,34,Premium,2025-02-04 15:28:40,user1450@example.com,user1450,2541.61,S021
1092,2025-11-11,Central,Furniture,4390.34,Cancelled,Ahmedabad,48,Premium,2025-11-11 19:32:24,user1092@example.com,user1092,4480.43,S002
1461,2025-02-22,Central,Office Supplies,2141.24,Pending,Hyderabad,39,Basic,2025-02-22 10:45:05,user1461@example.com,user1461,2194.41,S013
1418,2025-06-23,North,Clothing,515.94,Pending,Hyderabad,21,Premium,2025-06-23 21:38:03,user1418@example.com,user1418,481.58,S030
1358,2025-06-08,North,Furniture,1478.11,Completed,Pune,48,Basic,2025-06-08 20:44:42,user1358@example.com,user1358,1554.81,S001
1371,2025-06-08,West,Office Supplies,578.66,Completed,Hyderabad,55,Premium,2025-06-08 05:13:21,user1371@example.com,user1371,696.45,S020
1385,2025-03-20,North,Furniture,2950.03,,Kolkata,44,Premium,2025-03-20 05:11:53,user1385@example.com,user1385,3608.7,S018
1244,2025-06-08,South,Office Supplies,2446.61,,Bangalore,28,Premium,2025-06-08 15:57:53,user1244@example.com,user1244,2208.58,S028
1256,2025-01-27,West,Furniture,2196.4,Cancelled,Ahmedabad,48,Premium,2025-01-27 20:30:55,user1256@example.com,user1256,2584.39,S027
1447,2025-02-16,South,Electronics,1888.07,Cancelled,Chennai,17,Basic,2025-02-16 07:52:28,user1447@example.com,user1447,1988.31,S030
1101,2025-11-29,South,Groceries,2980.11,Completed,Mumbai,17,Basic,2025-11-29 10:50:09,user1101@example.com,user1101,3483.4,S007
1153,2025-10-08,Central,Groceries,553.36,Completed,Mumbai,47,Premium,2025-10-08 23:38:33,user1153@example.com,user1153,618.02,S021
1527,2025-10-22,West,Office Supplies,2500.2,Cancelled,Mumbai,49,Premium,2025-10-22 07:45:09,,user1527,2857.61,S013
1481,2025-01-23,West,Office Supplies,1891.81,Cancelled,Bangalore,18,Basic,2025-01-23 20:24:23,,user1481,1730.56,S018
1346,2025-11-26,South,Electronics,785.26,Cancelled,Chennai,18,Premium,2025-11-26 05:53:49,user1346@example.com,user1346,919.57,S029
1042,2025-06-11,North,Electronics,3303.24,Cancelled,Kolkata,23,Basic,2025-06-11 09:32:25,user1042@example.com,user1042,3768.92,S014
1409,2025-08-14,South,Electronics,2914.53,,Bangalore,50,Basic,2025-08-14 12:21:11,user1409@example.com,user1409,2601.19,S011
1105,2025-02-10,West,Clothing,3246.95,,Kolkata,56,Premium,2025-02-10 10:42:18,user1105@example.com,user1105,3451.93,S003
1687,2025-11-23,South,Electronics,753.56,Pending,Mumbai,31,Basic,2025-11-23 12:23:32,user1687@example.com,user1687,722.47,S012
1392,2025-10-18,Central,Clothing,3930.68,,Hyderabad,57,Basic,2025-10-18 01:38:09,user1392@example.com,user1392,3817.79,S008
1116,2025-01-14,East,Office Supplies,4193.5,Cancelled,Ahmedabad,28,Premium,2025-01-14 23:11:31,user1116@example.com,user1116,3877.07,S005
1075,2025-08-20,North,Electronics,3923.95,Cancelled,Kolkata,26,Premium,2025-08-20 05:57:45,user1075@example.com,user1075,4229.15,S026
1370,2025-09-18,South,Office Supplies,1863.22,Pending,Mumbai,20,Basic,2025-09-18 07:07:12,user1370@example.com,user1370,1810.87,S013
1734,2025-09-03,South,Office Supplies,1320.8,Cancelled,Bangalore,51,Premium,2025-09-03 16:26:49,user1734@example.com,user1734,1591.97,S025
1132,2025-08-10,East,Clothing,772.65,Cancelled,Mumbai,32,Premium,2025-08-10 16:58:55,user1132@example.com,user1132,831.64,S021
1564,2025-05-21,East,Office Supplies,3058.71,Cancelled,Delhi,17,Premium,2025-05-21 04:40:19,user1564@example.com,user1564,2963.12,S002
1656,2025-10-23,North,Clothing,2622.13,,Chennai,59,Basic,2025-10-23 08:41:13,user1656@example.com,user1656,2495.21,S010
1464,2025-02-07,North,Clothing,2809.54,,Bangalore,39,Premium,2025-02-07 22:03:10,user1464@example.com,user1464,3037.23,S011
1247,2025-08-27,East,Furniture,2015.84,Cancelled,Hyderabad,28,Premium,2025-08-27 03:17:28,user1247@example.com,user1247,1926.91,S016
1527,2025-08-28,Central,Clothing,2053.92,Completed,Delhi,34,Basic,2025-08-28 15:56:19,user1527@example.com,user1527,2291.58,S020
1669,2025-12-11,South,Clothing,1258.33,Completed,Pune,19,Premium,2025-12-11 15:18:34,user1669@example.com,,1329.72,S012
1566,2025-05-28,East,Electronics,3258.56,,Hyderabad,37,Basic,2025-05-28 02:24:32,user1566@example.com,user1566,3119.98,S025
1147,2025-04-12,South,Furniture,1654.31,Pending,Hyderabad,55,Basic,2025-04-12 19:32:25,,user1147,1671.87,S006
1402,2025-11-12,South,Electronics,2516.1,Cancelled,Hyderabad,59,Premium,2025-11-12 23:53:19,user1402@example.com,user1402,2454.33,S014
1597,2025-06-07,Central,Office Supplies,3901.0,Pending,Delhi,53,Basic,2025-06-07 23:55:44,user1597@example.com,user1597,3281.4,S006
1536,2025-11-19,West,Furniture,197.58,Completed,Ahmedabad,36,Basic,2025-11-19 23:39:49,user1536@example.com,user1536,167.54,S005
1422,2025-12-20,East,Office Supplies,3037.19,Pending,Hyderabad,58,Basic,2025-12-20 06:26:32,user1422@example.com,user1422,3681.83,S017
1385,2025-06-10,North,Office Supplies,4653.35,,Chennai,31,Basic,2025-06-10 05:29:58,user1385@example.com,user1385,4339.6,S018
1305,2025-04-26,North,Clothing,2462.39,Completed,Pune,41,Basic,2025-04-26 09:49:18,user1305@example.com,user1305,2404.22,S025
1149,2025-05-29,Central,Clothing,3311.43,Cancelled,Bangalore,22,Premium,2025-05-29 01:18:45,user1149@example.com,user1149,3739.22,S008
1051,2025-12-09,East,Electronics,2538.87,Pending,Pune,57,Basic,2025-12-09 16:14:40,user1051@example.com,user1051,2367.3,S016
1666,2025-04-13,West,Furniture,2915.35,,Bangalore,18,Basic,2025-04-13 09:20:18,user1666@example.com,user1666,2874.93,S026
1507,2025-04-06,North,Clothing,3535.1,,Ahmedabad,24,Basic,2025-04-06 23:55:59,,user1507,3017.89,S009
1197,2025-02-27,Central,Furniture,4114.4,Pending,Pune,43,Basic,2025-02-27 10:10:46,user1197@example.com,user1197,3685.72,S003
1410,2025-12-09,South,Clothing,0.0,Cancelled,Kolkata,53,Premium,2025-12-09 03:11:08,user1410@example.com,user1410,,S009
1669,2025-07-04,North,Electronics,4014.61,Cancelled,Hyderabad,55,Premium,2025-07-04 22:15:03,user1669@example.com,user1669,3433.51,S008
1136,2025-09-02,East,Furniture,5034.77,Completed,Ahmedabad,49,Basic,2025-09-02 04:29:47,user1136@example.com,user1136,4564.86,S003
1577,2025-02-27,South,Electronics,948.88,Pending,Ahmedabad,21,Basic,2025-02-27 01:53:35,user1577@example.com,user1577,831.04,S026
1056,2025-08-21,South,Clothing,4397.02,Completed,Chennai,53,Premium,2025-08-21 04:32:26,user1056@example.com,user1056,4036.51,S002
1433,2025-06-26,South,Furniture,3794.91,Pending,Pune,39,Basic,2025-06-26 22:04:34,user1433@example.com,user1433,4669.54,S015
1386,2025-07-12,South,Office Supplies,720.65,Pending,Chennai,16,Premium,2025-07-12 02:43:42,user1386@example.com,user1386,601.98,S010
1474,2025-12-11,West,Electronics,1581.43,,Delhi,31,Premium,2025-12-11 23:34:27,user1474@example.com,user1474,1737.34,S003
1103,2025-11-01,Central,Furniture,225.11,Completed,Bangalore,48,Basic,2025-11-01 01:28:38,user1103@example.com,user1103,230.74,S008
1749,2025-10-22,Central,Furniture,5233.96,,Kolkata,33,Premium,2025-10-22 10:36:38,user1749@example.com,user1749,4382.53,S018
1605,2025-03-31,Central,Clothing,3067.07,,Pune,25,Basic,2025-03-31 20:43:27,,user1605,3220.15,S013
1188,2025-10-03,South,Groceries,1909.89,Pending,Pune,31,Basic,2025-10-03 15:15:54,user1188@example.com,user1188,2320.5,S007
1338,2025-11-28,Central,Office Supplies,871.54,Completed,Mumbai,28,Premium,2025-11-28 02:59:28,user1338@example.com,user1338,960.5,S016
1213,2025-06-20,East,Office Supplies,4117.1,Pending,Pune,31,Basic,2025-06-20 09:58:00,user1213@example.com,user1213,3736.93,S025
1289,2025-07-14,South,Clothing,2091.4,Pending,Hyderabad,36,Basic,2025-07-14 14:34:41,user1289@example.com,user1289,2491.41,S002
1576,2025-04-24,North,Furniture,1802.61,,Chennai,47,Basic,2025-04-24 23:09:01,user1576@example.com,user1576,2093.71,S009
1781,2025-09-08,South,Furniture,929.96,Completed,Delhi,20,Premium,2025-09-08 23:41:47,user1781@example.com,user1781,854.64,S025
1006,2025-07-31,North,Electronics,0.0,,Ahmedabad,17,Premium,2025-07-31 04:53:40,user1006@example.com,user1006,,S018
1564,2025-07-30,South,Furniture,2715.19,Completed,Mumbai,49,Premium,2025-07-30 00:01:33,user1564@example.com,user1564,2516.06,S008
1196,2025-11-14,East,Furniture,4718.23,Cancelled,Mumbai,57,Premium,2025-11-14 16:16:52,user1196@example.com,user1196,4796.9,S003
1415,2025-07-14,North,Office Supplies,2438.09,Completed,Delhi,30,Premium,2025-07-14 12:35:30,,user1415,2504.29,S029
1708,2025-10-18,East,Clothing,2891.73,Completed,Chennai,53,Premium,2025-10-18 15:17:02,user1708@example.com,user1708,2719.72,S025
1729,2025-07-23,South,Furniture,3443.38,Completed,Hyderabad,19,Premium,2025-07-23 02:19:10,user1729@example.com,user1729,3388.4,S014
1237,2025-02-08,South,Groceries,1726.53,Pending,Hyderabad,51,Basic,2025-02-08 10:38:49,user1237@example.com,user1237,1638.62,S014
1190,2025-12-15,East,Groceries,2971.83,Pending,Pune,36,Basic,2025-12-15 18:42:24,user1190@example.com,user1190,3568.41,S004
1093,2025-01-03,Central,Groceries,2209.84,Completed,Delhi,21,Basic,2025-01-03 09:28:23,user1093@example.com,user1093,2160.59,S018
1095,2025-11-02,Central,Furniture,4248.63,Pending,Pune,26,Premium,2025-11-02 19:50:20,,user1095,3898.05,S009
1308,2025-05-18,East,Groceries,3698.0,Pending,Ahmedabad,22,Premium,2025-05-18 15:09:04,user1308@example.com,user1308,3915.51,S010
1006,2025-07-22,Central,Furniture,2438.15,Cancelled,Hyderabad,54,Premium,2025-07-22 10:53:39,user1006@example.com,user1006,2158.77,S016
1321,2025-04-01,North,Groceries,3639.59,Cancelled,Mumbai,52,Premium,2025-04-01 12:20:18,user1321@example.com,user1321,3912.05,S019
1558,2025-04-03,West,Groceries,1181.91,,Bangalore,56,Basic,2025-04-03 21:49:35,user1558@example.com,,1056.15,S008
1258,2025-12-04,Central,Groceries,2306.1,Completed,Hyderabad,60,Premium,2025-12-04 04:45:27,user1258@example.com,user1258,2401.38,S004
1787,2025-05-08,North,Groceries,3418.23,Completed,Delhi,22,Basic,2025-05-08 21:42:22,user1787@example.com,user1787,3228.71,S008
1522,2025-09-23,Central,Furniture,4000.91,Cancelled,Delhi,46,Premium,2025-09-23 17:37:44,user1522@example.com,user1522,3863.99,S010
1425,2025-02-13,South,Electronics,1035.15,,Ahmedabad,36,Premium,2025-02-13 03:53:46,user1425@example.com,user1425,1042.27,S010
1045,2025-12-30,Central,Furniture,5097.65,Pending,Hyderabad,51,Basic,2025-12-30 03:01:54,user1045@example.com,user1045,4650.31,S015
1237,2025-07-27,East,Groceries,0.0,,Pune,16,Premium,2025-07-27 20:11:11,user1237@example.com,user1237,,S007
1285,2025-12-27,South,Office Supplies,840.0,Cancelled,Pune,55,Basic,2025-12-27 02:36:06,user1285@example.com,user1285,993.4,S019
1116,2025-06-28,West,Furniture,1562.68,Cancelled,Mumbai,31,Basic,2025-06-28 11:54:29,user1116@example.com,user1116,1494.25,S004
1187,2025-07-11,Central,Furniture,2109.65,Pending,Ahmedabad,34,Premium,2025-07-11 22:09:32,user1187@example.com,user1187,2120.96,S006
1322,2025-08-19,Central,Groceries,4834.52,,Ahmedabad,42,Basic,2025-08-19 19:03:55,,user1322,4077.93,S016
1171,2025-02-12,South,Office Supplies,2335.31,,Mumbai,52,Premium,2025-02-12 18:01:50,user1171@example.com,user1171,2692.67,S009
1793,2025-10-06,East,Clothing,1067.57,Completed,Ahmedabad,32,Basic,2025-10-06 11:34:52,user1793@example.com,user1793,1100.52,S028
1089,2025-08-13,South,Furniture,1907.99,Pending,Chennai,29,Premium,2025-08-13 03:49:51,user1089@example.com,user1089,1759.65,S019
1359,2025-09-30,Central,Electronics,3386.93,Pending,Pune,19,Basic,2025-09-30 08:38:34,user1359@example.com,user1359,2867.95,S028
1671,2025-03-06,South,Furniture,4078.31,Cancelled,Pune,40,Basic,2025-03-06 22:55:08,user1671@example.com,user1671,3809.75,S003
1648,2025-02-17,West,Electronics,4423.5,,Hyderabad,20,Basic,2025-02-17 12:32:47,user1648@example.com,user1648,4751.77,S007
1439,2025-04-19,North,Electronics,2818.42,Completed,Mumbai,56,Basic,2025-04-19 15:17:20,user1439@example.com,user1439,2835.05,S001
1127,2025-03-22,North,Furniture,5243.13,Cancelled,Mumbai,57,Basic,2025-03-22 14:29:00,user1127@example.com,user1127,4547.94,S009
1084,2025-07-10,West,Electronics,3127.99,Completed,Chennai,46,Premium,2025-07-10 21:57:41,user1084@example.com,user1084,3500.21,S005
1607,2025-04-26,East,Groceries,4787.35,Completed,Chennai,40,Premium,2025-04-26 16:43:28,user1607@example.com,,4940.89,S024
1104,2025-02-22,East,Electronics,4621.43,Completed,Bangalore,44,Basic,2025-02-22 10:23:56,user1104@example.com,user1104,4373.74,S024
1218,2025-11-18,West,Office Supplies,371.84,,Hyderabad,43,Basic,2025-11-18 23:09:58,user1218@example.com,user1218,442.57,S026
1143,2025-05-07,West,Clothing,1684.47,Pending,Chennai,41,Basic,2025-05-07 08:41:05,user1143@example.com,user1143,1431.75,S021
1055,2025-05-03,North,Clothing,3577.25,Pending,Pune,52,Basic,2025-05-03 15:24:07,user1055@example.com,user1055,4444.74,S012
1559,2025-12-16,North,Furniture,0.0,Completed,Delhi,41,Basic,2025-12-16 05:48:30,user1559@example.com,user1559,,S021
1729,2025-09-14,West,Office Supplies,643.31,Pending,Bangalore,50,Basic,2025-09-14 13:27:44,user1729@example.com,user1729,771.88,S013
1600,2025-11-21,West,Groceries,3485.17,Completed,Ahmedabad,55,Premium,2025-11-21 20:43:41,user1600@example.com,user1600,4233.88,S010
1682,2025-12-03,North,Office Supplies,0.0,Cancelled,Bangalore,39,Premium,2025-12-03 23:11:07,user1682@example.com,,,S024
1799,2025-05-18,Central,Electronics,1128.67,,Ahmedabad,48,Basic,2025-05-18 23:56:07,,user1799,1367.18,S002
1511,2025-10-18,Central,Electronics,3223.75,Completed,Delhi,31,Premium,2025-10-18 05:23:10,user1511@example.com,user1511,3616.66,S016
1372,2025-07-16,East,Clothing,3795.49,Pending,Pune,36,Basic,2025-07-16 04:11:59,,user1372,3572.96,S027
1079,2025-10-20,South,Electronics,2114.43,,Kolkata,35,Basic,2025-10-20 11:07:32,user1079@example.com,user1079,2583.71,S003
1566,2025-08-22,South,Furniture,1156.18,Pending,Bangalore,16,Basic,2025-08-22 00:23:12,user1566@example.com,user1566,1220.49,S001
1238,2025-10-05,North,Electronics,3609.14,Pending,Chennai,42,Basic,2025-10-05 11:40:53,,user1238,3797.06,S002
